member_number,name_kanji,name_furigana,email,email_verified_at,remember_token,password,birthdate,gender,office_name,postal_code,prefecture,address1,address2,tel1,tel2,tel3,owned_qualifications,certified_accountant_number,tax_accountant_number,advisory_experience_years,other_specialized_field,experience,is_partner,is_release_working_status
XXX198,羽賀桜,ハガサクラ,sato.tsubasa@example.com,2022/2/9 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU89,2019/8/16,2,株式会社XXX,1001087,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP89級""}]",23460,11198,5,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX199,尾崎健二,オザキケンジ,jun.kimura@example.org,2022/2/10 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU90,2019/8/17,2,株式会社XXX,1001088,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP90級""}]",23461,11199,6,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX200,長谷川裕次郎,ハセガワユウジロウ,kuno@example.com,2022/2/11 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU91,2019/8/18,1,株式会社XXX,1001089,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP91級""}]",23462,11200,7,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX201,水野えりか,ミズノエリカ,nishinosono.tomoya@example.org,2022/2/12 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU92,2019/8/19,2,株式会社XXX,1001090,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP92級""}]",23463,11201,8,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX202,吉田晃太郎,ヨシダコウタロウ,nishinosono.yui@example.net,2022/2/13 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU93,2019/8/20,1,株式会社XXX,1001091,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP93級""}]",23464,11202,9,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX203,加藤秀幸,カトウヒデユキ,sasaki.taichi@example.org,2022/2/14 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU94,2019/8/21,1,株式会社XXX,1001092,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP94級""}]",23465,11203,10,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX204,平川絵里子,ヒラカワエリコ,cwatanabe@example.net,2022/2/15 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU95,2019/8/22,1,株式会社XXX,1001093,34,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP95級""}]",23466,11204,11,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX205,石原良平,イシハラリョウヘイ,rika00@example.org,2022/2/16 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU96,2019/8/23,1,株式会社XXX,1001094,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP96級""}]",23467,11205,12,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX206,川村英子,カワムラヒデコ,sasaki.shota@example.net,2022/2/17 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU97,2019/8/24,1,株式会社XXX,1001095,47,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP97級""}]",23468,11206,13,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX207,脇本隼人,ワキモトハヤト,satomi.kijima@example.org,2022/2/18 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU98,2019/8/25,1,株式会社XXX,1001096,2,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP98級""}]",23469,11207,14,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX208,大嶋宏昌,オオシマヒロマサ,rnakamura@example.com,2022/2/19 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU99,2019/8/26,2,株式会社XXX,1001097,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP99級""}]",23470,11208,15,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX209,伊藤進,イトウススム,asuka94@example.com,2022/2/20 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU100,2019/8/27,1,株式会社XXX,1001098,23,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP100級""}]",23471,11209,16,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX210,高谷裕司,タカヤユウジ,xyamamoto@example.org,2022/2/21 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU101,2019/8/28,1,株式会社XXX,1001099,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP101級""}]",23472,11210,17,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX211,藤和子,フジカズコ,paota@example.org,2022/2/22 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU102,2019/8/29,1,株式会社XXX,1001100,1,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP102級""}]",23473,11211,18,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX212,立川太一郎,タチカワタイチロウ,kana96@example.org,2022/2/23 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU103,2019/8/30,1,株式会社XXX,1001101,2,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP103級""}]",23474,11212,19,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,1
XXX213,林睦美,ハヤシムツミ,ztanaka@example.org,2022/2/24 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU104,2019/8/31,2,株式会社XXX,1001102,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP104級""}]",23475,11213,20,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX214,大嶋利文,オオシマトシフミ,murayama.asuka@example.org,2022/2/25 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU105,2019/9/1,1,株式会社XXX,1001103,23,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP105級""}]",23476,11214,21,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX215,大井紀明,オオイノリアキ,kyosuke23@example.com,2022/2/26 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU106,2019/9/2,1,株式会社XXX,1001104,2,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP106級""}]",23477,11215,22,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,0
XXX216,宮田忍,ミヤタシノブ,jun.sato@example.com,2022/2/27 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU107,2019/9/3,1,株式会社XXX,1001105,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP107級""}]",23478,11216,23,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX217,守谷倫子,モリヤノリコ,kumiko07@example.net,2022/2/28 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU108,2019/9/4,1,株式会社XXX,1001106,2,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP108級""}]",23479,11217,24,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX218,香坂和徳,コウサカカズノリ,mitsuru.kanou@example.org,2022/3/1 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU109,2019/9/5,2,株式会社XXX,1001107,3,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP109級""}]",23480,11218,25,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
XXX219,山本裕之,ヤマモトヒロユキ,osamu.aoyama@example.net,2022/3/2 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU110,2019/9/6,1,株式会社XXX,1001108,23,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP110級""}]",23481,11219,26,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",1,0
XXX220,佐藤亘,サトウワタル,wkanou@example.net,2022/3/3 11:19,xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,$2y$10$0l724WL0U/AHolsPy0VPOelg9pvwdwB/NBwTvMDUPV/EHTQDscCU111,2019/9/7,1,株式会社XXX,1001109,4,AAA市,BBB町,0,0,0,"[{""qualifications"":""FP111級""}]",23482,11220,27,表示されている専門分野の他にもアピールできる専門分野があれば、ここに記入します。,"××監査法人にて、監査業務・財務DD業務を中心に経験。その後××株式会社に転職し、財務DD・財務モデリング・会計ストラクチャー検討・バリュエーション・FA業務等を経験。事業会社やファンドがM&Aをおこなう際の財務DD業務、価値分析業務、FA業務、PMI業務に従事し、約xx年間でxx件以上に関与した実績を持つ。その他、事業再生業務の経験も有する。現在は独立し、M&A業務を中心に業務をおこなっている。
",0,1
